Entrez ID;Gene Symbol;Regulation ([hypo] vs [co]);GO Accession;Ensembl ID;Gene ID;FC ([hypo] vs [co]);Log FC ([hypo] vs [co]);FC (abs) ([hypo] vs [co]);[co](raw);[hypo](raw);[co](normalized);[hypo](normalized);Aliases;Gene Type
14012;Mpzl2;down;;ENSMUSG00000032092;14012;-1.7118592;-0.7755641;1.7118592;51;21.4;0.34849724;-0.4270668;Eva|Eva1;protein-coding
399548;Scn4b;up;GO:0001518|GO:0005216|GO:0005244|GO:0005248|GO:0005272|GO:0005886|GO:0006810|GO:0006811|GO:0006814|GO:0016020|GO:0016021|GO:0034220|GO:0034765|GO:0035725;ENSMUSG00000046480;399548;4.1644316;2.0581195;4.1644316;277;849.78656;-1.085854;0.97226554;Gm1471;protein-coding
11806;Apoa1;down;GO:0001540|GO:0001932|GO:0001935|GO:0002740|GO:0005319|GO:0005515|GO:0005543|GO:0005548|GO:0005576|GO:0005615|GO:0005634|GO:0005788|GO:0005886|GO:0006644|GO:0006656|GO:0006695|GO:0007186|GO:0008035|GO:0008104|GO:0008203|GO:0008211|GO:0008289|GO:0010873|GO:0010903|GO:0015485|GO:0015914|GO:0017127|GO:0019899|GO:0019915|GO:0030139|GO:0030141|GO:0030300|GO:0030301|GO:0030325|GO:0031100|GO:0031103|GO:0031410|GO:0032488|GO:0033344|GO:0033700|GO:0034190|GO:0034191|GO:0034361|GO:0034364|GO:0034366|GO:0034380|GO:0042158|GO:0042632|GO:0042802|GO:0043534|GO:0043691|GO:0050713|GO:0050821|GO:0051345|GO:0051346|GO:0051347|GO:0055102|GO:0060192|GO:0060228|GO:0070508|GO:0070653|GO:0071813;ENSMUSG00000032083;11806;-1.7444308;-0.80275637;1.7444308;102.666664;22.333334;0.9578257;0.15506935;Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|MGC102525|Sep-1|Sep-2|Sep2;protein-coding
54725;Cadm1;up;GO:0001889|GO:0005102|GO:0005515|GO:0005886|GO:0005911|GO:0006915|GO:0007155|GO:0007156|GO:0007157|GO:0007275|GO:0007283|GO:0007416|GO:0008021|GO:0008022|GO:0008037|GO:0009826|GO:0016020|GO:0016021|GO:0016323|GO:0016338|GO:0019717|GO:0030154|GO:0030165|GO:0030424|GO:0030425|GO:0042271|GO:0042803|GO:0045202|GO:0045954|GO:0050715|GO:0050839|GO:0051606;ENSMUSG00000032076;54725;1.9911236;0.9935827;1.9911236;2757.3767;3987.1067;-0.5912654;0.40231737;2900073G06Rik|3100001I08Rik|AI987920|Bl2|Igsf4|Igsf4a|Necl2|RA175|RA175A|RA175B|RA175C|RA175N|ST17|SgIGSF|SynCam|Tslc1;protein-coding
78252;Fam55b;up;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000032028;78252;2.9974158;1.5837193;2.9974158;697.25336;1367.0133;-0.5353756;1.0483437;4432416J03Rik|AI323362;protein-coding
76509;1600029D21Rik;up;GO:0016020|GO:0016021;ENSMUSG00000032068;76509;1.7204448;0.7827816;1.7204448;30.53037;37.243313;-0.554424;0.22835763;0610037B23Rik|AA407923|AU043048|PLET1;protein-coding
170752;Bco2;down;GO:0005622|GO:0016119|GO:0016491|GO:0016702|GO:0042573|GO:0042574|GO:0046872|GO:0055114;ENSMUSG00000032066;170752;-1.5954103;-0.6739275;1.5954103;15.506667;7;0.014818907;-0.6591086;B-diox-II|Bcdo2|CMO2|MGC129322|MGC129323;protein-coding
244867;Arhgap20;down;GO:0003674|GO:0005096|GO:0005575|GO:0005622|GO:0007165|GO:0008150|GO:0043547;ENSMUSG00000053199;244867;-2.0402641;-1.0287559;2.0402641;185.74162;69.65043;0.41216373;-0.6165922;6530403F17Rik|A530023E23Rik|mKIAA1391;protein-coding
320051;Exph5;down;GO:0005515|GO:0005575|GO:0006886|GO:0008150|GO:0017137|GO:0050790;ENSMUSG00000034584;320051;-2.003032;-1.0021855;2.003032;78.32667;30.56;0.44310728;-0.5590782;AC079869.22gm5|B130009M24Rik|E030050P12|Kiaa0624|Slac2b|slac2-b;protein-coding
244885;Sh2d7;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000046460;244885;-1.5096704;-0.59423363;1.5096704;27.840002;13.393333;0.2798883;-0.31434536;4933412E14Rik;protein-coding
56506;Cib2;down;GO:0005509|GO:0007229;ENSMUSG00000037493;56506;-1.5042012;-0.5889975;1.5042012;274.12;133.23997;0.29420233;-0.2947952;2810434I23Rik|AI449053;protein-coding
110835;Chrna5;down;GO:0004872|GO:0004889|GO:0005216|GO:0005230|GO:0005886|GO:0005892|GO:0006810|GO:0006811|GO:0006812|GO:0007165|GO:0007268|GO:0015464|GO:0016020|GO:0016021|GO:0030054|GO:0030425|GO:0034220|GO:0035094|GO:0035095|GO:0042166|GO:0043025|GO:0045202|GO:0045211;ENSMUSG00000035594;110835;-1.5874833;-0.66674143;1.5874833;22.333334;10;-0.002895037;-0.6696365;Acra-5|Acra5|MGC124059|MGC124168;protein-coding
83961;Nrg4;down;GO:0005576|GO:0005625|GO:0005886|GO:0008083|GO:0016020|GO:0016021;ENSMUSG00000032311;83961;-2.100451;-1.0706991;2.100451;99.65319;34.27602;0.33701387;-0.7336852;AI552600;protein-coding
20897;Stra6;up;GO:0001568|GO:0001822|GO:0003184|GO:0003281|GO:0004872|GO:0005886|GO:0006810|GO:0007165|GO:0007507|GO:0007612|GO:0007631|GO:0016020|GO:0016021|GO:0030324|GO:0030325|GO:0030540|GO:0042297|GO:0043234|GO:0043583|GO:0043585|GO:0048286|GO:0048520|GO:0048546|GO:0048566|GO:0048589|GO:0048745|GO:0048844|GO:0050890|GO:0050905|GO:0060322|GO:0060323|GO:0060325|GO:0060426|GO:0060539|GO:0060900|GO:0061029|GO:0061038|GO:0061143|GO:0061156|GO:0061205;ENSMUSG00000032327;20897;2.8134646;1.4923478;2.8134646;74.666664;141.85333;-1.016841;0.47550678;AI891933;protein-coding
320563;Islr2;up;GO:0005515|GO:0005886|GO:0007275|GO:0007399|GO:0009986|GO:0016020|GO:0016021|GO:0045773;ENSMUSG00000051243;320563;3.0261922;1.5975037;3.0261922;22.333334;55.920002;-0.8280397;0.769464;B930052A04Rik|Linx|Mbu-3|mKIAA1465;protein-coding
330953;Hcn4;up;GO:0001701|GO:0005216|GO:0005222|GO:0005515|GO:0006810|GO:0006811|GO:0006812|GO:0008016|GO:0016020|GO:0016021|GO:0035725|GO:0043195;ENSMUSG00000032338;330953;2.41381;1.2713121;2.41381;7018.5786;12426.239;-0.67374486;0.59756726;Bcng3|Hcn3;protein-coding
382083;Snx22;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000039452;382083;1.5744966;0.6548907;1.5744966;701.9863;792.7041;-0.22164313;0.43324757;Gm1120;protein-coding
13143;Dapk2;up;GO:0000166|GO:0004672|GO:0004674|GO:0005516|GO:0005524|GO:0005737|GO:0006468|GO:0006915|GO:0006917|GO:0007243|GO:0016301|GO:0016310|GO:0016740|GO:0016772|GO:0042802;ENSMUSG00000032380;13143;1.5976816;0.6759799;1.5976816;1075.8699;1168.9464;-0.01914533;0.6568346;;protein-coding
235439;Herc1;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000038664;235439;1.7235383;0.7853734;1.7235383;10049.823;12630.524;-0.16843891;0.6169345;2810449H11Rik|B230218H07|D130015N03Rik|MGC7618|tbl;protein-coding
15450;Lipc;down;GO:0004091|GO:0004622|GO:0004806|GO:0005515|GO:0005615|GO:0005769|GO:0005770|GO:0005902|GO:0006631|GO:0006633|GO:0006641|GO:0006658|GO:0008201|GO:0008203|GO:0008289|GO:0008415|GO:0008970|GO:0009986|GO:0015012|GO:0016071|GO:0016298|GO:0016787|GO:0019433|GO:0030169|GO:0030301|GO:0034185|GO:0034371|GO:0034372|GO:0034374|GO:0034375|GO:0034382|GO:0034383|GO:0042632|GO:0043395|GO:0046337|GO:0046461|GO:0046470|GO:0046473|GO:0046475|GO:0047372|GO:0051259|GO:0070328;ENSMUSG00000032207;15450;-1.6876442;-0.75501084;1.6876442;21.466667;10.666667;0.25249067;-0.50252014;AI256194|HL|Hpl;protein-coding
208943;Myo5c;down;GO:0000166|GO:0003674|GO:0005524|GO:0005575|GO:0008150|GO:0016459;ENSMUSG00000033590;208943;-1.7214708;-0.7836417;1.7214708;146.86333;62.156666;0.33686957;-0.4467721;9130003O20Rik|BB085560|C330029I24;protein-coding
20255;Scg3;up;GO:0005576|GO:0030141;ENSMUSG00000032181;20255;2.5971622;1.3769361;2.5971622;8.04;14;-1.1200527;0.25688338;1B1075|AI385542|Chgd|SgIII;protein-coding
208982;Hmgcll1;up;GO:0003674|GO:0003824|GO:0004419|GO:0005575|GO:0008150|GO:0008152|GO:0016829|GO:0046872;ENSMUSG00000007908;208982;1.7111968;0.7750057;1.7111968;407.81998;507.28665;-0.33642864;0.43857703;BC037381|MGC36512;protein-coding
387285;Hcrtr2;down;GO:0004871|GO:0004872|GO:0004930|GO:0005886|GO:0007165|GO:0007186|GO:0007200|GO:0007218|GO:0007631|GO:0016020|GO:0016021|GO:0016499|GO:0017046;ENSMUSG00000032360;387285;-3.249544;-1.7002373;3.249544;72.47333;15.16;0.9510719;-0.7491653;OX2R|mOX2aR|mOX2bR|mOXR2;protein-coding
14629;Gclc;up;GO:0000166|GO:0000287|GO:0004357|GO:0005524|GO:0005829|GO:0006534|GO:0006536|GO:0006749|GO:0006750|GO:0006916|GO:0006979|GO:0008152|GO:0009408|GO:0009410|GO:0009725|GO:0016595|GO:0016874|GO:0017109|GO:0019852|GO:0031397|GO:0032436|GO:0043066|GO:0043524|GO:0043531|GO:0045454|GO:0045892|GO:0046685|GO:0046982|GO:0050662|GO:0050880|GO:0051409|GO:0051900;ENSMUSG00000032350;14629;1.5094575;0.5940301;1.5094575;3430.9268;3750.9124;-0.06967449;0.5243556;D9Wsu168e|GLCL-H|Ggcs-hs|Glclc;protein-coding
100048658;Ddx43;down;GO:0000166|GO:0003674|GO:0004386|GO:0005524|GO:0008150|GO:0016787;ENSMUSG00000070291;100048658;-1.9121187;-0.9351721;1.9121187;47.506668;18.12;0.44409642;-0.49107566;ENSMUSG00000070291|OTTMUSG00000019690;protein-coding
209743;AF529169;up;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000039313;209743;1.5831038;0.66275585;1.5831038;47.22;48.573334;-0.36434206;0.29841375;DD1|Kiaa1024;protein-coding
331004;Slc9a9;down;GO:0005768|GO:0006810|GO:0006811|GO:0006812|GO:0006814|GO:0006885|GO:0015297|GO:0015299|GO:0015385|GO:0015992|GO:0016020|GO:0016021|GO:0031902|GO:0034220|GO:0055037|GO:0055085;ENSMUSG00000031129;331004;-1.5694237;-0.6502349;1.5694237;632.31335;292.26666;0.14116256;-0.5090723;5730527A11Rik|9930105B05|AI854429|Nhe9;protein-coding
73410;1700065D16Rik;down;GO:0003674|GO:0005575|GO:0008150;;73410;-1.7024902;-0.76764655;1.7024902;27.982964;12.281494;0.40038696;-0.3672596;;protein-coding
74080;Nmnat3;up;GO:0000166|GO:0000309|GO:0004515|GO:0005524|GO:0005739|GO:0009058|GO:0009435|GO:0016740|GO:0016779|GO:0019363|GO:0019674|GO:0043526;ENSMUSG00000032456;74080;1.6480569;0.72076607;1.6480569;1029.84;1228.38;-0.06683731;0.65392876;4933408N02Rik|MGC102340|PNAT3;protein-coding
19660;Rbp2;down;GO:0001523|GO:0005215|GO:0005488|GO:0005501|GO:0005737|GO:0005829|GO:0006810|GO:0008202|GO:0008289|GO:0016918|GO:0019841;ENSMUSG00000032454;19660;-1.6147869;-0.6913438;1.6147869;22;10.386666;0.66285914;-0.028484663;Crbp-2|CrbpII|MGC159254|MGC159256|Rbp-2;protein-coding
16716;Ky;down;GO:0007517|GO:0007528|GO:0008152;ENSMUSG00000035606;16716;-2.2942495;-1.1980224;2.2942495;440.34668;138.46667;0.60838956;-0.5896328;CD1|D9Mgc44e|ky;protein-coding
24059;Slco2a1;down;GO:0005215|GO:0005886|GO:0005887|GO:0006810|GO:0015132|GO:0015732|GO:0016020|GO:0016021|GO:0043252|GO:0055085;ENSMUSG00000032548;24059;-1.7647717;-0.81948155;1.7647717;1487.1533;604.9733;0.26804256;-0.551439;2310021C19Rik|Pgt|Slc21a2|mPgt;protein-coding
71775;1300017J02Rik;up;GO:0004857|GO:0005506|GO:0005575;ENSMUSG00000033688;71775;2.100587;1.0707924;2.100587;2640.5527;3487.9932;-0.04194991;1.0288426;mICA;protein-coding
252837;Ccrl1;down;GO:0003674|GO:0004871|GO:0004872|GO:0004930|GO:0004950|GO:0005886|GO:0007165|GO:0007186|GO:0008150|GO:0016020|GO:0016021|GO:0016493;ENSMUSG00000079355;252837;-2.4542723;-1.2952952;2.4542723;42.46875;11.674788;0.114337444;-1.1809578;A630091E18Rik|CCBP2|CCR11|CCX-CKR|CCX-CKR1|Cmkbrl1|PPR1|VSHK1;protein-coding
245026;Col6a6;up;GO:0005576|GO:0005578|GO:0005581|GO:0007155|GO:0031012;ENSMUSG00000043719;245026;1.7653629;0.81996477;1.7653629;4584.458;5613.008;-0.28418478;0.53577995;E330019B14|E330026B02Rik;protein-coding
208869;Dock3;up;GO:0005515|GO:0005625|GO:0005737|GO:0050790;ENSMUSG00000039716;208869;1.7112378;0.77504027;1.7112378;56.533337;68.299995;-0.47618055;0.29885975;MOCA|PBP|mKIAA0299;protein-coding
56808;Cacna2d2;up;GO:0005216|GO:0005244|GO:0005245|GO:0005262|GO:0005891|GO:0006810|GO:0006811|GO:0006816|GO:0007528|GO:0016020|GO:0016021|GO:0034765|GO:0040014|GO:0046622|GO:0046872|GO:0048747|GO:0051925|GO:0060024|GO:0070588;ENSMUSG00000010066;56808;1.5260043;0.60975903;1.5260043;18458.91;20705.5;-0.31687006;0.29288897;Cacna2d|a2d2|du|mKIAA0558|td|torpid;protein-coding
109685;Hyal3;up;;ENSMUSG00000036091;109685;1.6938585;0.76031333;1.6938585;51.4752;63.648117;-0.22022183;0.5400915;Hyl3;protein-coding
15983;Ifrd2;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000010048;15983;1.564407;0.6456159;1.564407;5280.092;5981.324;-0.032562256;0.6130536;1810034A24Rik|AA470234|AI838527|SKMc15;protein-coding
434436;BY080835;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000070285;434436;-1.6292942;-0.7042471;1.6292942;1114.8647;493.8505;0.19874509;-0.50550205;;protein-coding
20347;Sema3b;down;GO:0007165;ENSMUSG00000057969;20347;-2.00067;-1.0004833;2.00067;1478.02;532.4067;0.36968994;-0.6307933;AW208495|LUCA-1|SemA|Semaa|sema5|semaV;protein-coding
76257;Slc38a3;down;GO:0003333|GO:0005290|GO:0005886|GO:0005887|GO:0006810|GO:0006811|GO:0006814|GO:0006865|GO:0006867|GO:0006868|GO:0015180|GO:0015182|GO:0015186|GO:0015293|GO:0015297|GO:0015808|GO:0015817|GO:0016020|GO:0016021|GO:0055085;ENSMUSG00000010064;76257;-1.5271391;-0.61083144;1.5271391;470.8733;227.66667;0.21785037;-0.39298105;0610012J02Rik|D9Ucla2|Nat1|Slc38-3|Sn1|Snat3|mNAT;protein-coding
74153;Uba7;up;GO:0005829|GO:0006464|GO:0019782|GO:0019941|GO:0032020;ENSMUSG00000032596;74153;1.6114477;0.68835735;1.6114477;5242.6294;5980.8276;0.001256943;0.6896143;1300004C08Rik|Ube1l;protein-coding
320169;Cdh29;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000079323;320169;-1.7686268;-0.82262963;1.7686268;292.49033;119.77762;0.3804253;-0.44220433;D330022A01Rik;protein-coding
69398;Cdhr4;down;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000032595;69398;-1.7334626;-0.7936567;1.7334626;278.5658;116.34885;0.4565862;-0.33707047;1700021K14Rik|AU017982;protein-coding
84585;Rnf123;up;GO:0003674|GO:0005737|GO:0008150|GO:0008152|GO:0008270|GO:0016874|GO:0046872;ENSMUSG00000041528;84585;1.5545933;0.6365372;1.5545933;6593.375;7394.1997;-0.108537994;0.5279992;BC003945|Kpc1;protein-coding
15235;Mst1;up;GO:0003824|GO:0004252|GO:0005576|GO:0006508|GO:0007566;ENSMUSG00000032591;15235;2.0702386;1.049797;2.0702386;312.7933;410.46664;-0.12165245;0.92814463;D3F15S2h|D9H3F15S2|DNF15S2h|Hgfl;protein-coding
14775;Gpx1;up;GO:0000302|GO:0001659|GO:0001836|GO:0001885|GO:0002862|GO:0004601|GO:0004602|GO:0004866|GO:0005625|GO:0005634|GO:0005737|GO:0005739|GO:0005829|GO:0006629|GO:0006641|GO:0006749|GO:0006915|GO:0006916|GO:0006917|GO:0006979|GO:0006982|GO:0007605|GO:0008283|GO:0008430|GO:0008631|GO:0009410|GO:0009609|GO:0009611|GO:0009636|GO:0009650|GO:0010269|GO:0010332|GO:0010951|GO:0014902|GO:0016491|GO:0017124|GO:0018158|GO:0033194|GO:0033599|GO:0040029|GO:0042311|GO:0042542|GO:0042744|GO:0043066|GO:0043154|GO:0043295|GO:0043403|GO:0043523|GO:0043534|GO:0045444|GO:0045454|GO:0047066|GO:0048741|GO:0051450|GO:0051702|GO:0051897|GO:0055114|GO:0060047|GO:0060055|GO:0061136;ENSMUSG00000063856;14775;1.762903;0.8179531;1.762903;47385.457;56290.246;0.010336876;0.82829;AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx;protein-coding
112418;1700102P08Rik;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000032611;112418;1.9099332;0.9335222;1.9099332;40.180004;56.24;-0.36674485;0.5667774;AI593206;protein-coding
270198;Pfkfb4;up;GO:0000166|GO:0003824|GO:0003873|GO:0004331|GO:0005524|GO:0005575|GO:0006000|GO:0006003|GO:0008152|GO:0016301|GO:0016310|GO:0016311|GO:0016740|GO:0016787|GO:0042802;ENSMUSG00000025648;270198;1.5259109;0.60967064;1.5259109;522.1867;586.98425;-0.17272727;0.43694338;C230090D14;protein-coding
29873;Cspg5;down;GO:0005783|GO:0005794|GO:0005886|GO:0007275|GO:0007399|GO:0016020|GO:0016021|GO:0030154|GO:0030660|GO:0040008|GO:0050804;ENSMUSG00000032482;29873;-2.5266995;-1.3372542;2.5266995;206.88;58.26;0.5853556;-0.7518986;AI604859|Caleb|Ngc;protein-coding
21667;Tdgf1;up;GO:0000187|GO:0001570|GO:0001701|GO:0001954|GO:0005102|GO:0005515|GO:0005615|GO:0005634|GO:0005737|GO:0005794|GO:0007173|GO:0007369|GO:0007507|GO:0008083|GO:0008284|GO:0008595|GO:0009948|GO:0009966|GO:0009986|GO:0018105|GO:0019897|GO:0030334|GO:0030335|GO:0030509|GO:0030512|GO:0043066|GO:0045944|GO:0048146|GO:0048471|GO:0050731|GO:0055007|GO:0060070;ENSMUSG00000032494;21667;4.974113;2.3144393;4.974113;7.3333335;30;-1.261691;1.0527482;CR1|cripto;protein-coding
235636;Rtp3;down;GO:0001580|GO:0003674|GO:0005737|GO:0006612;;235636;-1.7214787;-0.7836484;1.7214787;25.173334;10.666667;0.4548532;-0.3287952;MGC118000|Tmem7;protein-coding
17002;Ltf;down;GO:0005737|GO:0008152|GO:0008201|GO:0008233|GO:0030141;ENSMUSG00000032496;17002;-2.8222003;-1.4968203;2.8222003;19.199999;5.6666665;0.4935918;-1.0032285;Csp82|Lf|MMS10R|Ms10r;protein-coding
54199;Ccrl2;up;GO:0004871|GO:0004872|GO:0004930|GO:0004950|GO:0005886|GO:0005887|GO:0006954|GO:0007165|GO:0007186|GO:0016020|GO:0016021|GO:0016493|GO:0042379|GO:0048020;ENSMUSG00000043953;54199;1.8032912;0.85063237;1.8032912;510.11337;641.01337;-0.11379401;0.73683834;1810047I05Rik|CCR11|Cmkbr1l2|E01|L-CCR;protein-coding
320429;Trank1;down;GO:0003674|GO:0003677|GO:0004003|GO:0005488|GO:0005524|GO:0005575|GO:0006200|GO:0006281|GO:0008150;ENSMUSG00000062296;320429;-2.002193;-1.001581;2.002193;36.016666;13.349999;0.43523407;-0.56634694;A230061D21Rik|C030048J01Rik|Gm187|Lba1;protein-coding
74100;Arpp21;down;GO:0003674|GO:0003676|GO:0005737|GO:0034605;ENSMUSG00000032503|ENSMUSG00000090372;74100;-2.2140756;-1.1467044;2.2140756;256.33664;84.14667;0.5601513;-0.5865531;0710001E13Rik|AI853636|ARPP-21|D9Bwg1012e|Tarpp;protein-coding
636931;Trim71;up;GO:0003674|GO:0005575|GO:0005622|GO:0005737|GO:0007275|GO:0008270|GO:0046872|GO:0071310;ENSMUSG00000079259;636931;1.8980303;0.924503;1.8980303;377.11337;531.04663;-0.5463607;0.37814236;2610206G21Rik|AL022943|Gm1127|Lin41|Ripply2|lin-41|mlin-41;protein-coding
13813;Eomes;down;GO:0001706|GO:0001707|GO:0001824|GO:0001829|GO:0002302|GO:0003677|GO:0003700|GO:0005622|GO:0005634|GO:0006351|GO:0006355|GO:0007275|GO:0007369|GO:0007420|GO:0021895|GO:0030154|GO:0045597|GO:0060706|GO:0060809;ENSMUSG00000032446;13813;-1.6324103;-0.7070037;1.6324103;36.000515;16.4375;0.34941277;-0.3575909;C77258|TBR-2|Tbr2;protein-coding
208638;Slc25a38;up;GO:0003674|GO:0005575|GO:0005739|GO:0005743|GO:0006810|GO:0016020|GO:0016021|GO:0030218;ENSMUSG00000032519;208638;1.7310891;0.79168004;1.7310891;2779.667;3440.0579;-0.13799922;0.6536808;AV019094|BC010801|MGC18873;protein-coding
245049;Myrip;down;GO:0001750|GO:0003779|GO:0005515|GO:0005737|GO:0006886|GO:0015629|GO:0016324|GO:0017022|GO:0017137|GO:0030050|GO:0030667|GO:0042470|GO:0045202|GO:0046872;ENSMUSG00000041794;245049;-1.79311;-0.84246397;1.79311;257.1133;102.40667;0.3135891;-0.5288749;A230081N12Rik|Slac2-c|Slac2c;protein-coding
215446;Entpd3;up;GO:0005886|GO:0008152|GO:0008253|GO:0009134|GO:0009143|GO:0016787|GO:0017110|GO:0017111;ENSMUSG00000041608;215446;1.6893476;0.7564662;1.6893476;65.299995;72.24;-0.15362024;0.60284597;Cd39l3|HB6|NTPDase-3;protein-coding
12424;Cck;up;GO:0001662|GO:0001764|GO:0001836|GO:0003677|GO:0005179|GO:0005184|GO:0005515|GO:0005576|GO:0005615|GO:0006915|GO:0006919|GO:0007205|GO:0007409|GO:0008284|GO:0030424|GO:0030425|GO:0032099|GO:0032461|GO:0042755|GO:0043025|GO:0043065|GO:0043194|GO:0043195|GO:0043203|GO:0043204|GO:0050731|GO:0051901|GO:0051930;ENSMUSG00000032532;12424;8.482939;3.0845642;8.482939;42.666668;273.14;-1.7857232;1.2988411;;protein-coding
72330;Kbtbd5;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000074001;72330;-1.8370674;-0.8774046;1.8370674;50.38;20.373335;0.19264333;-0.6847612;2310024D23Rik;protein-coding
74770;Hhatl;down;GO:0005515|GO:0005783|GO:0016020|GO:0016021|GO:0048471|GO:0060262;ENSMUSG00000032523;74770;-2.3098094;-1.2077738;2.3098094;262.67334;80.72667;0.6191619;-0.5886119;1110011D13Rik|Gup1;protein-coding
102436;Lars2;up;GO:0000166|GO:0004812|GO:0004823|GO:0005524|GO:0005737|GO:0005739|GO:0005759|GO:0006412|GO:0006418|GO:0006429|GO:0008152|GO:0016874;ENSMUSG00000035202;102436;1.6830462;0.7510748;1.6830462;83488.41;97489.28;-0.26046976;0.49060503;AI035546|Kiaa0028|LEURS;protein-coding
12768;Ccr1;down;GO:0004871|GO:0004872|GO:0004930|GO:0004950|GO:0005515|GO:0005886|GO:0006954|GO:0007165|GO:0007186|GO:0016020|GO:0016021|GO:0016493|GO:0019957|GO:0030099|GO:0030595|GO:0031620|GO:0032496|GO:0045824;ENSMUSG00000025804;12768;-1.5791469;-0.65914536;1.5791469;115.97333;53.666668;0.46025944;-0.19888592;Cmkbr1|Mip-1a-R;protein-coding
12774;Ccr5;down;GO:0001948|GO:0003779|GO:0004871|GO:0004872|GO:0004930|GO:0004950|GO:0005737|GO:0005768|GO:0005886|GO:0006952|GO:0007165|GO:0007186|GO:0009897|GO:0009986|GO:0010628|GO:0016020|GO:0016021|GO:0016493|GO:0019059|GO:0019901|GO:0019957|GO:0022409|GO:0030336|GO:0030517|GO:0031620|GO:0031622|GO:0032496|GO:0032755|GO:0032760|GO:0045666|GO:0050718|GO:0050729|GO:0060139|GO:0070997|GO:2000110|GO:2000178;ENSMUSG00000079227;12774;-1.5644892;-0.6456917;1.5644892;86.26666;39.333332;0.46368662;-0.18200509;AM4-7|CD195|Cmkbr5;protein-coding
320495;Ipcef1;down;GO:0003674|GO:0005575|GO:0005737|GO:0005886|GO:0008150|GO:0016020;ENSMUSG00000064065;320495;-1.5372187;-0.62032247;1.5372187;30.573183;14.362637;0.42431006;-0.19601242;A130090K04Rik;protein-coding
13982;Esr1;up;GO:0001547|GO:0002064|GO:0003677|GO:0003682|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005496|GO:0005515|GO:0005634|GO:0005737|GO:0005886|GO:0006351|GO:0006355|GO:0007165|GO:0008013|GO:0008134|GO:0008209|GO:0008270|GO:0008289|GO:0008584|GO:0016049|GO:0019899|GO:0030284|GO:0030315|GO:0030518|GO:0030520|GO:0031798|GO:0032355|GO:0032403|GO:0034056|GO:0042562|GO:0042981|GO:0043005|GO:0043195|GO:0043204|GO:0043234|GO:0043401|GO:0043526|GO:0043565|GO:0043627|GO:0044429|GO:0045742|GO:0045839|GO:0045885|GO:0045944|GO:0046872|GO:0048146|GO:0048386|GO:0048471|GO:0060011|GO:0060065|GO:0060068|GO:0060523|GO:0060527|GO:0060687|GO:0060745|GO:0060749|GO:0060750|GO:0070374|GO:0071391;ENSMUSG00000019768;13982;1.9140182;0.9366045;1.9140182;245.41335;340.10666;-0.5301755;0.40642896;AA420328|AU041214|ER-alpha|ER[a]|ERa|ERalpha|ESR|Estr|Estra|Nr3a1;protein-coding
237256;Zc3h12d;up;GO:0003674|GO:0003676|GO:0004518|GO:0004519|GO:0005575|GO:0005737|GO:0008150|GO:0008152|GO:0008270|GO:0016787|GO:0046872;ENSMUSG00000039981;237256;1.5882094;0.66740113;1.5882094;63.3503;73.10667;-0.37609735;0.29130378;D730019B10Rik;protein-coding
76157;Slc35d3;up;GO:0006810|GO:0008643|GO:0016020|GO:0016021;ENSMUSG00000050473;76157;1.506493;0.591194;1.506493;294.88;319.28;-0.21643369;0.3747603;6230421J19Rik|Frcl1;protein-coding
29863;Pde7b;down;GO:0003824|GO:0004114|GO:0004115|GO:0007165|GO:0008081|GO:0008152|GO:0016787|GO:0046872;ENSMUSG00000019990;29863;-1.5644894;-0.6456919;1.5644894;2935.58;1354.1333;0.31433073;-0.33136114;;protein-coding
22361;Vnn1;up;GO:0015939|GO:0017159;ENSMUSG00000037440;22361;2.04543;1.0324042;2.04543;846.51337;1273.6533;-0.5235551;0.50884914;V-1;protein-coding
77220;Tmem200a;down;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000049420;77220;-1.6718277;-0.7414261;1.6718277;119.333336;48.333332;0.3427391;-0.39868703;C030003D03Rik;protein-coding
212448;9330159F19Rik;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000004360;212448;1.5171407;0.6013549;1.5171407;57.561813;62.606934;-0.37982655;0.22152837;;protein-coding
432450;Nkain2;down;GO:0005886|GO:0016020|GO:0016021;ENSMUSG00000069671;432450;-2.7204535;-1.4438472;2.7204535;36.626667;9.846667;0.15392573;-1.2899214;6330571D19Rik|AW455467|Tcba1;protein-coding
