chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr2;42129206;42129818;8;1;1;0
chr2;42159820;42160210;8;2;2;0
chr2;42161675;42162202;8;0;0;0
chr2;42169029;42169410;8;3;2;1
chr2;42174682;42175426;8;4;2;2
chr2;42235395;42235801;8;4;3;1
chr2;43037583;43037989;12;0;0;0
chr2;43458219;43459015;14;5;2;3
chr2;43701135;43701740;15;3;3;0
chr2;43765143;43765873;14;2;2;0
chr2;44124572;44125147;11;1;1;0
chr2;44164473;44164957;11;1;1;0
chr2;45267591;45268396;8;4;3;1
chr2;45621830;45622323;6;2;2;0
chr2;46017020;46017283;11;1;0;1
chr2;46041643;46042122;11;0;0;0
chr2;46109538;46110140;13;1;1;0
chr2;46119223;46119848;13;2;2;0
chr2;46119867;46120684;13;4;2;2
chr2;46149713;46150059;15;1;1;0
chr2;46398690;46399077;16;1;0;1
chr2;46580185;46580487;17;2;1;1
chr2;46606519;46606956;17;3;3;0
chr2;46791559;46792518;19;1;0;1
chr2;46795936;46796735;19;3;3;0
chr2;47403374;47404066;21;2;2;0
chr2;47451117;47451496;20;0;0;0
chr2;47540318;47540705;20;1;0;1
chr2;47752415;47752979;20;4;1;3
chr2;48127088;48127588;17;0;0;0
chr2;48172017;48172576;16;3;2;1
chr2;50039792;50040403;2;1;1;0
chr2;50059618;50060178;2;1;0;1
chr2;52009974;52010500;1;1;0;1
chr2;53435842;53436372;7;0;0;0
chr2;53608258;53608839;9;5;5;0
chr2;53688845;53689436;10;1;1;0
chr2;54580404;54580782;16;1;0;1
chr2;54587346;54587853;16;1;1;0
chr2;54696684;54697148;16;1;1;0
chr2;54697719;54698050;16;2;0;2
chr2;54789140;54789620;18;6;4;2
chr2;54837848;54838355;18;0;0;0
chr2;54843186;54843766;18;2;1;1
chr2;55196232;55197317;15;5;5;0
chr2;55363180;55363553;14;1;1;0
chr2;55403175;55403597;14;3;2;1
chr2;55554490;55554933;13;2;1;1
chr2;55783079;55783518;12;2;2;0
chr2;60174308;60174764;4;1;0;1
chr2;60850183;60850727;10;1;1;0
chr2;62058716;62059184;14;2;1;1
chr2;62430019;62430447;10;4;2;2
chr2;62899683;62900200;9;4;3;1
chr2;63730940;63731343;9;2;1;1
chr2;63815612;63816322;9;3;3;0
chr2;64067727;64068291;10;2;2;0
chr2;64073611;64074061;10;1;1;0
chr2;64310463;64311168;11;1;1;0
chr2;64594498;64595233;13;3;3;0
chr2;65184259;65184781;10;2;2;0
chr2;65230112;65230712;10;0;0;0
chr2;65504776;65505401;8;6;5;1
chr2;65578413;65578844;8;6;3;3
chr2;65813595;65814223;8;1;1;0
chr2;66589064;66589607;2;4;3;1
chr2;66716406;66717055;2;3;3;0
chr2;66734786;66735155;2;0;0;0
chr2;67144448;67144973;2;3;3;0
chr2;67514476;67515081;8;2;1;1
chr2;67567219;67567835;8;3;2;1
chr2;67668740;67669206;9;6;6;0
chr2;68536546;68537003;16;2;2;0
chr2;68667737;68668217;17;0;0;0
chr2;69081072;69081844;20;3;3;0
chr2;69086793;69087213;20;0;0;0
chr2;69100619;69101160;20;1;1;0
chr2;69104152;69104807;20;1;1;0
chr2;69350097;69350884;24;4;4;0
chr2;69351519;69351971;24;0;0;0
chr2;69787096;69787689;23;1;1;0
chr2;70694449;70694875;29;2;1;1
chr2;71358052;71358467;22;1;1;0
chr2;71388853;71389225;22;1;0;1
chr2;71470655;71471277;23;2;2;0
chr2;71933769;71934330;17;4;3;1
chr2;72236940;72237403;11;0;0;0
chr2;73128255;73129126;19;2;1;1
chr2;73271535;73271955;21;5;2;3
chr2;74880989;74881419;40;2;1;1
chr2;75248762;75249249;34;1;1;0
chr2;75511386;75511912;28;1;1;0
chr2;75513001;75513519;28;2;2;0
chr2;77438280;77438707;1;2;2;0
chr2;77683580;77683981;1;0;0;0
chr2;78006970;78007496;1;4;2;2
chr2;78510932;78511206;6;1;1;0
chr2;79620786;79621549;6;1;1;0
chr2;80077929;80078358;6;2;2;0
chr2;80280459;80280871;5;3;3;0
chr2;80744429;80744902;2;2;2;0
chr2;81471526;81472145;2;1;1;0
chr2;81825628;81826062;1;3;3;0
chr2;83755656;83756251;2;2;2;0
chr2;85416966;85417501;27;1;0;1
chr2;85439498;85440044;28;3;3;0
chr2;85504781;85505229;29;1;1;0
chr2;85999559;85999925;33;0;0;0
chr2;86255720;86256247;34;1;0;1
chr2;86261258;86261894;34;2;2;0
chr2;86426376;86426721;33;2;0;2
chr2;86472286;86472780;33;1;1;0
chr2;87356297;87356664;17;0;0;0
chr2;87447676;87448212;16;2;2;0
chr2;87551355;87551919;17;2;2;0
chr2;87873319;87873838;16;1;1;0
chr2;87947579;87947930;16;2;2;0
chr2;87952733;87953597;14;0;0;0
chr2;88004443;88004782;15;0;0;0
chr2;88315870;88316233;9;0;0;0
chr2;89226599;89226986;8;0;0;0
chr2;96458388;96458867;24;2;2;0
chr2;96697146;96697730;28;2;2;0
chr2;96769985;96770297;28;2;1;1
chr2;96813103;96813695;29;4;3;1
chr2;97575374;97575882;26;2;1;1
chr2;97742968;97743352;25;1;1;0
chr2;97967949;97968659;21;2;2;0
chr2;98070327;98070881;19;3;3;0
chr2;98746820;98747286;15;1;0;1
chr2;99124740;99125390;24;3;3;0
chr2;99193912;99194270;25;0;0;0
chr2;99362056;99362502;22;0;0;0
chr2;99525906;99526379;22;2;1;1
chr2;99688981;99689584;21;0;0;0
chr2;100461689;100462227;20;2;2;0
chr2;101551818;101552172;15;1;1;0
chr2;101726192;101726741;17;2;2;0
chr2;101910723;101911202;17;2;1;1
chr2;102349478;102350025;18;1;0;1
chr2;102471397;102471802;19;1;1;0
chr2;102499365;102499755;19;3;3;0
chr2;103321016;103321526;12;2;2;0
chr2;103342637;103343119;12;3;3;0
chr2;104906753;104907053;6;3;3;0
chr2;104977711;104978311;8;3;2;1
chr2;106065520;106066016;12;2;2;0
chr2;106104461;106105266;13;4;2;2
chr2;106111314;106112009;13;1;1;0
chr2;106112650;106113266;13;1;1;0
chr2;106114731;106115246;13;1;0;1
chr2;106428614;106429056;14;2;2;0
chr2;106778202;106778692;12;0;0;0
chr2;107358349;107358879;6;1;0;1
chr2;107707578;107708068;6;1;1;0
chr2;107784296;107784998;6;2;1;1
chr2;108208125;108208599;8;2;2;0
chr2;109253854;109254174;11;0;0;0
chr2;109759035;109759545;13;3;3;0
chr2;110292272;110292918;14;2;2;0
chr2;110494339;110494780;14;2;2;0
chr2;110813611;110814122;12;0;0;0
chr2;110877440;110878074;13;3;2;1
chr2;111072442;111073131;13;1;1;0
chr2;111432612;111433137;10;2;2;0
chr2;111564164;111564550;11;0;0;0
chr2;111736759;111737118;10;1;1;0
chr2;111738087;111738561;10;2;1;1
chr2;111789427;111790015;10;4;4;0
chr2;112054490;112055305;12;0;0;0
chr2;112060046;112060588;12;3;2;1
chr2;112134106;112134503;13;1;1;0
chr2;112291344;112292006;12;2;2;0
chr2;112397912;112398513;13;0;0;0
chr2;112410319;112410797;14;4;4;0
chr2;112502123;112502795;15;3;3;0
chr2;113032795;113033183;24;0;0;0
chr2;115400659;115401117;4;3;3;0
chr2;115792270;115792789;1;2;2;0
chr2;119333991;119334663;12;2;1;1
chr2;119998099;119998557;14;1;0;1
chr2;120249629;120250125;16;1;1;0
chr2;121281867;121282295;12;1;0;1
chr2;121379558;121380658;11;4;3;1
chr2;122313812;122314132;5;0;0;0
chr2;122320622;122320921;5;2;2;0
chr2;122374654;122375393;5;2;2;0
chr2;122407636;122407781;5;0;0;0
chr2;124488592;124489204;1;2;2;0
chr2;125259142;125259656;1;2;1;1
chr2;125291385;125291801;1;5;4;1
chr2;125421822;125422349;1;2;2;0
chr2;126756176;126756616;2;2;2;0
chr2;127416574;127417126;11;3;3;0
chr2;127836986;127837430;16;1;1;0
chr2;127837836;127838646;16;2;2;0
chr2;127892861;127893343;17;3;1;2
chr2;129346402;129346820;10;4;3;1
chr2;129351630;129352083;10;2;1;1
chr2;129388100;129388624;10;3;3;0
chr2;129511555;129512334;6;3;2;1
chr2;129525525;129526010;6;3;3;0
chr2;129637092;129637641;4;1;1;0
chr2;130565158;130565404;17;1;0;1
chr2;130839615;130840124;19;2;2;0
chr2;131100201;131100771;22;2;2;0
chr2;131256611;131257448;24;6;5;1
chr2;131378554;131379171;25;5;4;1
chr2;131502124;131502568;26;2;2;0
chr2;131788230;131788666;26;1;1;0
chr2;132013807;132014361;22;2;2;0
chr2;133205840;133206469;10;2;2;0
chr2;133397502;133398168;7;2;2;0
chr2;133399909;133400624;7;2;1;1
chr2;133401617;133402110;7;0;0;0
chr2;134706411;134707062;6;3;3;0
chr2;134897155;134897591;8;2;2;0
chr2;134930900;134931664;8;3;1;2
chr2;135218283;135218654;8;1;0;1
chr2;135251312;135251874;8;3;2;1
chr2;135434193;135434918;8;3;2;1
chr2;136288142;136288773;12;1;1;0
chr2;136601300;136601750;12;1;1;0
chr2;136970219;136971005;8;5;2;3
chr2;136977408;136978054;8;1;0;1
chr2;138252976;138253441;2;3;2;1
chr2;138838298;138838750;4;2;1;1
chr2;141867139;141867785;1;3;3;0
chr2;142280101;142280830;1;2;2;0
chr2;143981054;143981463;3;0;0;0
chr2;144339377;144339722;4;4;3;1
chr2;144576807;144577323;4;3;3;0
chr2;144854694;144855699;3;5;4;1
chr2;147697595;147698070;2;1;1;0
chr2;147699674;147700251;2;0;0;0
chr2;148209612;148210144;3;5;4;1
chr2;151267211;151267703;8;4;4;0
chr2;151764002;151764460;9;2;0;2
chr2;152612116;152612735;12;2;2;0
chr2;152612988;152613867;12;3;3;0
chr2;153145462;153145819;10;1;1;0
chr2;155072578;155073036;3;0;0;0
chr2;155353566;155354070;2;0;0;0
chr2;157654348;157654704;8;1;1;0
chr2;158642255;158642762;8;3;0;3
chr2;159182130;159182712;11;1;1;0
chr2;159377247;159377938;9;2;2;0
chr2;159678451;159679243;12;4;3;1
chr2;159851512;159852338;12;2;2;0
chr2;159984726;159985094;13;0;0;0
chr2;159991876;159992840;13;2;2;0
chr2;160020879;160021473;12;5;5;0
chr2;160031655;160032150;12;4;3;1
chr2;160119369;160119883;12;1;1;0
chr2;160121424;160121946;12;5;2;3
chr2;160507018;160507532;12;2;1;1
chr2;160568823;160569140;11;3;1;2
chr2;160980209;160980528;10;1;0;1
chr2;161126686;161127155;10;1;0;1
chr2;161127679;161128008;10;1;1;0
chr2;161187579;161188282;10;1;1;0
chr2;161491949;161492431;11;0;0;0
chr2;162893519;162893955;10;2;2;0
chr2;163389159;163389537;7;2;1;1
chr2;163671005;163671425;8;0;0;0
chr2;163823379;163824209;8;1;1;0
chr2;163941819;163942207;6;1;0;1
chr2;163978715;163979398;6;1;1;0
chr2;164512116;164512810;4;1;1;0
chr2;164514946;164515322;4;0;0;0
chr2;164523517;164524022;4;0;0;0
chr2;164574451;164574942;4;2;2;0
chr2;165660158;165660843;7;2;1;1
chr2;166424778;166425300;11;2;2;0
chr2;168166943;168167434;5;2;2;0
chr2;168812038;168812388;8;2;2;0
chr2;168821494;168822104;8;1;1;0
chr2;169402018;169402357;13;0;0;0
chr2;169868647;169869099;19;0;0;0
chr2;169890479;169891240;19;0;0;0
chr2;169934255;169934921;19;2;1;1
chr2;169945636;169946009;19;1;1;0
chr2;170684785;170685216;22;1;1;0
chr2;170943952;170944339;20;2;1;1
chr2;171011410;171012035;19;1;0;1
chr2;171120088;171120736;19;0;0;0
chr2;171552509;171553023;16;2;2;0
chr2;172369379;172369678;18;2;2;0
chr2;172369944;172370443;18;0;0;0
chr2;172855738;172856327;14;7;6;1
chr2;172892939;172893493;14;2;2;0
chr2;173256200;173256496;15;2;2;0
chr2;173425745;173426420;12;4;3;1
chr2;173713227;173713804;10;3;2;1
chr2;174155194;174155716;7;1;1;0
chr2;174610845;174611270;11;2;1;1
chr2;174619493;174620214;12;3;2;1
chr2;175010946;175011441;13;2;2;0
chr2;175668643;175669419;12;4;3;1
chr2;176046121;176046850;21;3;2;1
chr2;176397817;176398419;17;2;0;2
chr2;176736562;176737240;15;3;2;1
chr2;177575570;177575838;18;1;0;1
chr2;177943809;177944402;17;5;3;2
chr2;179493172;179493799;11;5;3;2
chr2;179494303;179494899;11;3;2;1
chr2;179495252;179495858;11;2;1;1
chr2;179671155;179671758;11;4;3;1
chr2;179671856;179672423;11;2;1;1
chr2;179827474;179827951;12;3;3;0
chr2;179913808;179915219;12;2;2;0
chr2;179989754;179990291;11;2;1;1
chr2;180351652;180352665;6;8;6;2
chr2;180613827;180614232;5;2;2;0
chr2;180780143;180780486;4;1;1;0
chr2;180955111;180955460;4;1;1;0
chr2;181929635;181930005;6;3;1;2
chr2;182562798;182563500;7;2;1;1
chr2;183628050;183628690;8;0;0;0
chr2;186072906;186073354;2;3;2;1
chr2;186342435;186342788;2;0;0;0
chr2;188575389;188575971;5;2;2;0
chr2;190441723;190442131;18;2;2;0
chr2;190466944;190467563;17;3;2;1
chr2;190495355;190495670;17;2;2;0
chr2;190695098;190695845;17;4;4;0
chr2;191064190;191064742;18;4;2;2
chr2;191217551;191218256;19;3;1;2
chr2;191470312;191470825;17;2;2;0
chr2;191471521;191472065;17;2;2;0
chr2;191480511;191481054;17;4;3;1
chr2;191501830;191502396;17;3;2;1
chr2;191787163;191787488;13;1;1;0
chr2;192071237;192072003;12;4;3;1
chr2;192083056;192083582;12;0;0;0
chr2;192339926;192340325;10;1;1;0
chr2;192704665;192705210;7;1;1;0
chr2;193152893;193153429;4;0;0;0
chr2;195369506;195370063;0;4;2;2
chr2;195707364;195707824;2;3;3;0
chr2;196377799;196378312;4;1;1;0
chr2;196477446;196477974;4;3;3;0
chr2;198364625;198364933;17;1;1;0
chr2;198541689;198542141;16;2;1;1
chr2;198780239;198780796;13;1;1;0
chr2;198793927;198794431;12;2;1;1
chr2;198834031;198834475;12;1;1;0
chr2;198861783;198862434;12;4;4;0
chr2;198870381;198870718;12;1;0;1
chr2;198981432;198981812;12;0;0;0
chr2;199053507;199053799;12;2;0;2
chr2;199056326;199056788;12;2;2;0
chr2;199436556;199436936;6;1;1;0
chr2;201936330;201937028;23;1;0;1
chr2;202268628;202269143;28;2;1;1
chr2;202771657;202772568;23;4;2;2
chr2;202904471;202904746;24;1;1;0
chr2;203830524;203831079;17;0;0;0
chr2;205120047;205120556;7;0;0;0
chr2;206230934;206231655;8;4;3;1
chr2;206235268;206235774;8;4;3;1
chr2;206429560;206430074;9;1;1;0
chr2;206482132;206482643;9;2;1;1
chr2;206651863;206652300;12;1;1;0
chr2;207687853;207688284;16;5;3;2
chr2;208366890;208367336;19;1;1;0
chr2;209417601;209418079;14;1;0;1
chr2;209493514;209494044;12;4;2;2
chr2;209506887;209507269;12;1;1;0
chr2;210866986;210867563;8;1;0;1
chr2;211511722;211512319;9;2;2;0
chr2;212456234;212456621;2;0;0;0
chr2;213210672;213211215;3;0;0;0
chr2;213224042;213224525;3;1;1;0
chr2;213271287;213272015;3;3;1;2
chr2;213795384;213795806;3;1;1;0
chr2;214631095;214631752;4;3;2;1
chr2;216476273;216476579;11;1;0;1
chr2;216635596;216636016;13;3;2;1
chr2;217210362;217210960;14;0;0;0
chr2;217328886;217329536;12;3;3;0
chr2;217634689;217635231;12;1;1;0
chr2;217637852;217638264;12;1;0;1
chr2;217639212;217639961;12;5;3;2
chr2;217772446;217772755;13;1;1;0
chr2;217846763;217847169;13;2;2;0
chr2;218114127;218114575;13;3;3;0
chr2;218120625;218121221;13;3;2;1
chr2;218153917;218154235;17;0;0;0
chr2;218154316;218155175;17;4;3;1
chr2;218155778;218156427;17;4;4;0
chr2;218295743;218296306;20;1;0;1
chr2;218298114;218298816;20;0;0;0
chr2;218298882;218299487;20;1;1;0
chr2;218707776;218708819;26;2;1;1
chr2;218719364;218720168;26;5;3;2
chr2;219109679;219110229;41;1;1;0
chr2;219172394;219172932;44;3;2;1
chr2;219637103;219637735;55;3;2;1
chr2;219681139;219681895;55;4;2;2
chr2;219935387;219935739;54;0;0;0
chr2;220301787;220302244;43;2;1;1
chr2;220339893;220340536;42;7;6;1
chr2;220509618;220510377;39;3;2;1
chr2;221541234;221541997;1;0;0;0
chr2;221719819;221720487;1;1;1;0
chr2;221813992;221814574;1;3;3;0
chr2;221819408;221820798;1;2;2;0
chr2;221938235;221938859;1;1;1;0
chr2;221968983;221969651;1;2;1;1
chr2;222416840;222417441;4;3;2;1
chr2;222830175;222830777;7;2;2;0
chr2;222986175;222986562;8;3;0;3
chr2;223022107;223022584;8;0;0;0
chr2;223025675;223026133;8;2;1;1
chr2;223104663;223105017;8;0;0;0
chr2;223263210;223263661;8;1;1;0
chr2;223264138;223264583;8;2;1;1
chr2;223618018;223618539;9;4;2;2
chr2;224403491;224404133;12;0;0;0
chr2;224837239;224837775;9;3;2;1
chr2;225173149;225173690;8;0;0;0
chr2;227035288;227035965;5;1;1;0
chr2;227422912;227423767;8;4;3;1
chr2;227424230;227424535;8;2;1;1
chr2;227498680;227499075;9;3;2;1
chr2;227507591;227508223;9;3;1;2
chr2;227559505;227560070;9;2;2;0
chr2;227584842;227585488;9;1;1;0
chr2;227586232;227586671;9;0;0;0
chr2;227631790;227632211;9;1;1;0
chr2;227637384;227637844;9;1;1;0
chr2;227808505;227809007;11;1;1;0
chr2;227896007;227896670;12;3;3;0
chr2;228308677;228308931;12;1;0;1
chr2;229193836;229194460;9;5;4;1
chr2;229213215;229213852;9;1;1;0
chr2;229243397;229243813;9;2;2;0
chr2;229930886;229931308;6;0;0;0
chr2;230914250;230914757;14;3;2;1
chr2;231492762;231493074;21;3;1;2
chr2;231725896;231726848;24;4;1;3
chr2;232040714;232041228;23;5;5;0
chr2;232161966;232162437;22;1;1;0
chr2;232862678;232863126;30;0;0;0
chr2;233069333;233069901;29;0;0;0
chr2;233157687;233157962;30;0;0;0
chr2;234102185;234102966;35;4;3;1
chr2;235077209;235077664;20;1;0;1
chr2;235843928;235844360;6;4;1;3
chr2;235907449;235907881;6;2;1;1
chr2;235909794;235910334;6;1;1;0
chr2;237501300;237501975;14;2;2;0
chr2;237504732;237505461;14;3;0;3
chr2;239948577;239948884;20;1;1;0
chr2;241175850;241176468;32;1;1;0
chr2;241198821;241199387;32;1;1;0
chr2;241236611;241237157;32;0;0;0
chr20;327128;327496;29;2;1;1
chr20;410376;410943;30;2;1;1
chr20;536217;536938;34;3;2;1
chr20;1315463;1315837;31;0;0;0
chr20;1814758;1815217;33;2;1;1
chr20;1914953;1915554;34;2;1;1
chr20;1991111;1991633;33;3;2;1
chr20;2018684;2019156;33;4;2;2
chr20;2938729;2939199;42;2;2;0
chr20;4031249;4031717;30;0;0;0
chr20;5093387;5093924;19;2;2;0
chr20;5100156;5100604;19;0;0;0
chr20;6014958;6015648;13;4;3;1
chr20;6275508;6276249;10;1;1;0
chr20;6278502;6279272;10;3;2;1
chr20;6362319;6362832;9;1;1;0
chr20;6482706;6483492;9;1;1;0
chr20;6483618;6484255;9;2;2;0
chr20;6995910;6996334;6;4;3;1
chr20;7006316;7006678;6;4;3;1
chr20;7380207;7380674;4;2;2;0
chr20;9312115;9312842;6;5;4;1
chr20;10340375;10340805;9;1;1;0
chr20;10552058;10552455;7;1;1;0
chr20;10677068;10677408;7;0;0;0
chr20;11176392;11177035;6;0;0;0
chr20;11198919;11199422;6;2;1;1
chr20;13103097;13103682;7;0;0;0
chr20;13247943;13248540;7;2;2;0
chr20;13318087;13318727;8;2;1;1
chr20;13380803;13381561;8;1;1;0
chr20;14742729;14743351;5;5;4;1
chr20;15984989;15985530;4;1;0;1
chr20;16092362;16092951;4;3;2;1
chr20;16152286;16152794;4;3;2;1
chr20;17047473;17047966;11;0;0;0
chr20;17691192;17691573;18;0;0;0
chr20;18411916;18412420;19;2;1;1
chr20;19671656;19672297;11;2;1;1
chr20;19695285;19695970;11;2;1;1
chr20;19740600;19741510;11;6;4;2
chr20;19766433;19767230;10;0;0;0
chr20;19787898;19788383;10;2;2;0
chr20;19808856;19809321;9;4;4;0
chr20;20852984;20853482;10;3;2;1
chr20;21014460;21014867;8;3;2;1
chr20;21882585;21883054;5;1;1;0
chr20;22855613;22856190;17;3;3;0
chr20;22922153;22922735;18;2;1;1
chr20;23012510;23013489;19;5;4;1
chr20;23132969;23133505;19;3;3;0
chr20;23170390;23170849;19;3;3;0
chr20;23274510;23274844;19;2;2;0
chr20;23324846;23325298;19;2;2;0
chr20;24303281;24304277;24;7;6;1
chr20;24467954;24468410;20;2;2;0
chr20;24484071;24484578;19;1;1;0
chr20;24610423;24610719;18;2;2;0
chr20;25168792;25169281;14;1;0;1
chr20;25207881;25208309;14;0;0;0
chr20;25552738;25553308;14;4;3;1
chr20;30505825;30506274;34;1;1;0
chr20;30793410;30794095;39;3;1;2
chr20;31062953;31063274;39;1;0;1
chr20;31116166;31116516;38;1;0;1
chr20;31570619;31571261;34;2;2;0
chr20;32028859;32029568;31;2;2;0
chr20;32276715;32277197;32;2;1;1
chr20;32614870;32615365;33;3;2;1
chr20;32627920;32628500;33;1;0;1
chr20;32677852;32678224;31;0;0;0
chr20;33026865;33027385;32;3;3;0
chr20;33556413;33556944;36;1;0;1
chr20;33564956;33565446;36;1;0;1
chr20;33642468;33643139;36;2;2;0
chr20;34474431;34474889;37;3;2;1
chr20;35203644;35204047;33;0;0;0
chr20;35898169;35898579;27;0;0;0
chr20;36340042;36340445;25;3;0;3
chr20;36344014;36344552;25;2;2;0
chr20;36355657;36355941;26;0;0;0
chr20;36356056;36356460;26;0;0;0
chr20;36378312;36378942;26;2;0;2
chr20;36473367;36473986;26;2;1;1
chr20;36479056;36479723;26;3;1;2
chr20;36508904;36509670;25;4;3;1
chr20;36618956;36619297;25;0;0;0
chr20;36619372;36619681;25;1;1;0
chr20;37408383;37408726;16;1;1;0
chr20;38520221;38520549;4;3;1;2
chr20;39071425;39071865;7;0;0;0
chr20;39367443;39368006;7;2;1;1
chr20;42028265;42028709;14;2;2;0
chr20;42765944;42766250;30;0;0;0
chr20;43181596;43182215;47;2;2;0
chr20;45032992;45033400;47;3;3;0
chr20;45784963;45785538;13;2;2;0
chr20;45831365;45831814;13;1;1;0
chr20;45857488;45857847;13;1;1;0
chr20;45941448;45942078;12;3;2;1
chr20;46299717;46300270;9;1;1;0
chr20;46310624;46311168;8;1;1;0
chr20;46669775;46670418;8;1;1;0
chr20;46906949;46907392;10;1;1;0
chr20;47139585;47140006;10;1;1;0
chr20;47198392;47198992;10;4;4;0
chr20;47299095;47299633;10;0;0;0
chr20;47483500;47484057;10;8;4;4
chr20;47565906;47566419;12;1;1;0
chr20;47569068;47569580;12;2;1;1
chr20;47570280;47570881;12;3;3;0
chr20;48334787;48335159;19;2;1;1
chr20;48852743;48853310;21;1;1;0
chr20;49015395;49015733;20;1;0;1
chr20;49359435;49360069;18;1;0;1
chr20;49594140;49594771;16;0;0;0
chr20;49878678;49879076;12;2;1;1
chr20;50065252;50065786;12;2;0;2
chr20;50665499;50666219;5;4;3;1
chr20;51211876;51212707;6;4;3;1
chr20;51434940;51435323;4;3;3;0
chr20;51664867;51665395;5;3;1;2
chr20;51757949;51758616;5;4;4;0
chr20;51759095;51759677;5;3;1;2
chr20;51963243;51963752;6;1;1;0
chr20;52417383;52417731;7;0;0;0
chr20;52684042;52684512;7;0;0;0
chr20;53712622;53713105;4;1;1;0
chr20;53797934;53798539;3;1;1;0
chr20;55732191;55732928;20;1;0;1
chr20;55981829;55982395;20;1;0;1
chr20;55985145;55985518;20;1;0;1
chr20;56015763;56016262;20;0;0;0
chr20;56044210;56044872;20;2;0;2
chr20;56119880;56120603;16;1;1;0
chr20;56255023;56255613;18;2;1;1
chr20;56542363;56542949;20;5;3;2
chr20;56783345;56783742;26;4;4;0
chr20;56799966;56800432;26;2;2;0
chr20;57014217;57014715;22;3;1;2
chr20;57393982;57394429;19;1;0;1
chr20;57906610;57907115;21;4;2;2
chr20;58408679;58409370;14;1;0;1
chr20;58613181;58613854;9;2;2;0
chr20;58831682;58832025;9;1;1;0
chr20;59034181;59034779;7;0;0;0
chr20;59099087;59099541;7;1;1;0
chr20;59203426;59203696;7;0;0;0
chr20;59650910;59651452;3;0;0;0
chr20;62004633;62005125;56;2;1;1
chr20;62713209;62713733;43;2;1;1
chr21;16555856;16556606;7;2;1;1
chr21;16571470;16572177;7;3;2;1
chr21;16577217;16577585;7;0;0;0
chr21;16601667;16602107;5;2;2;0
chr21;17559029;17559476;1;3;2;1
chr21;18006909;18007252;4;0;0;0
chr21;20629465;20630002;2;1;0;1
chr21;25231087;25231547;0;1;0;1
chr21;25340830;25341367;0;3;3;0
chr21;27762516;27763085;8;1;1;0
chr21;28847594;28848085;3;1;1;0
chr21;29380571;29381135;3;0;0;0
chr21;29425693;29426053;4;1;1;0
chr21;29656437;29656933;7;1;1;0
chr21;30004904;30005521;9;3;3;0
chr21;30109877;30110951;9;7;5;2
chr21;30672457;30672985;13;4;2;2
chr21;32911195;32911678;26;1;1;0
chr21;34144039;34144584;30;3;2;1
chr21;34584397;34584808;33;2;2;0
chr21;34758676;34759080;33;0;0;0
chr21;35070346;35070918;32;2;0;2
chr21;35992412;35993026;15;1;1;0
chr21;36478389;36479210;15;4;4;0
chr21;36582644;36583134;14;4;3;1
chr21;37069538;37069998;12;3;0;3
chr21;37210679;37211127;13;2;2;0
chr21;37229291;37229818;13;0;0;0
chr21;37284094;37284701;13;3;3;0
chr21;37399523;37400060;14;1;1;0
chr21;37407546;37408311;14;4;1;3
chr21;37566293;37566665;16;1;1;0
chr21;37580119;37580620;16;1;0;1
chr21;38927734;38928514;14;2;0;2
chr21;39215284;39215663;13;5;2;3
chr21;39408786;39409171;11;1;1;0
chr21;39946809;39947232;13;2;2;0
chr21;40328609;40329296;15;3;1;2
chr21;40470693;40471141;16;1;1;0
chr21;40508993;40509561;15;2;1;1
chr21;40816428;40817172;13;2;2;0
chr21;40826971;40827363;13;1;0;1
chr21;41041704;41042526;12;3;3;0
chr21;41126716;41127114;12;1;0;1
chr21;41379156;41379623;11;1;0;1
chr21;42125622;42126181;8;4;3;1
chr21;42126393;42126900;8;4;3;1
chr21;43061143;43061495;20;0;0;0
chr21;43271332;43271886;21;1;1;0
chr21;43683054;43683482;26;1;1;0
chr21;43936281;43936909;23;4;2;2
chr21;44047949;44048460;24;1;1;0
chr21;44181386;44181906;26;1;0;1
chr21;44198955;44199288;26;1;0;1
chr21;45063103;45063515;39;2;0;2
chr21;45118325;45118709;45;1;1;0
chr21;45592224;45592761;48;0;0;0
chr21;45915345;45915948;49;2;1;1
chr21;45917010;45917491;49;1;1;0
chr21;46212547;46212976;47;2;2;0
chr21;46291465;46292005;46;4;2;2
chr21;46831329;46831678;47;0;0;0
chr21;47548129;47548759;20;0;0;0
chr21;47604374;47604947;20;0;0;0
chr22;17545335;17545836;14;4;2;2
chr22;17799775;17800162;18;2;2;0
chr22;17859151;17859618;19;0;0;0
chr22;18041282;18041655;22;2;1;1
chr22;18176883;18177276;26;0;0;0
chr22;18373216;18373484;27;2;2;0
chr22;18399017;18399479;27;0;0;0
chr22;18403004;18403558;27;3;1;2
chr22;18679368;18680148;26;4;3;1
chr22;18726054;18726868;27;6;4;2
chr22;18813714;18814353;29;1;0;1
chr22;18870880;18872086;31;6;4;2
chr22;18873889;18874489;31;1;1;0
chr22;19432183;19432671;37;2;1;1
chr22;19830451;19830915;38;1;1;0
chr22;20231426;20231885;34;2;2;0
chr22;20330715;20331558;35;4;4;0
chr22;20629457;20629915;37;2;2;0
chr22;20650806;20651962;37;6;4;2
chr22;20697591;20698474;37;4;3;1
chr22;20727534;20728150;35;2;1;1
chr22;21140724;21141375;33;2;1;1
chr22;21368998;21369414;32;3;2;1
chr22;21503509;21504260;31;1;0;1
chr22;21526507;21527292;31;5;4;1
