Gene ID;FC ([hypo] vs [co]);Log FC ([hypo] vs [co]);FC (abs) ([hypo] vs [co]);Regulation ([hypo] vs [co]);[co](raw);[hypo](raw);[co](normalized);[hypo](normalized);Gene Symbol;Aliases;Entrez ID;Ensembl ID;GO Accession;Gene Type
233246;-1.7705623;-0.8242076;1.7705623;down;155.68001;62.059998;0.27145338;-0.5527542;Ano5;9330162L24|Gdd1|Tmem16e;233246;ENSMUSG00000055489;GO:0005216|GO:0005254|GO:0005783|GO:0006810|GO:0006811|GO:0006821|GO:0016020|GO:0016021|GO:0034220|GO:0034707;protein-coding
233280;1.6373161;0.7113329;1.6373161;up;970.8769;1139.4694;-0.20582135;0.5055116;Nipa1;1110027G09Rik|A830014A18Rik|FSP3|Spg6;233280;ENSMUSG00000047037;GO:0005768|GO:0005769|GO:0005886|GO:0006810|GO:0006811|GO:0015693|GO:0016020|GO:0016021;protein-coding
15204;1.5335059;0.6168337;1.5335059;up;6881.1187;7783.654;-0.09602197;0.52081174;Herc2;D15F32S1h|D7H15F32S1|D7H15F37S1|KIAA0393|jdf2|mKIAA0393|rjs;15204;ENSMUSG00000030451;GO:0004842|GO:0005622|GO:0005634|GO:0005737|GO:0005743|GO:0006281|GO:0006464|GO:0006974|GO:0007283|GO:0008270|GO:0016567|GO:0016874|GO:0016881|GO:0020037|GO:0042787|GO:0046872;protein-coding
14407;-1.7364043;-0.7961029;1.7364043;down;19.353334;7.6800003;0.27633175;-0.51977116;Gabrg3;B230362M20Rik|Gabrg-3;14407;ENSMUSG00000055026;GO:0004890|GO:0005254|GO:0006821|GO:0007165|GO:0034220|GO:0042493;protein-coding
14402;-3.365189;-1.7506876;3.365189;down;751.5867;164.98666;0.6628936;-1.087794;Gabrb3;A230092K12Rik|AW049585|Cp1|Gabrb-3|beta3;14402;ENSMUSG00000033676;GO:0004872|GO:0004890|GO:0005216|GO:0005230|GO:0005254|GO:0005886|GO:0006810|GO:0006811|GO:0006821|GO:0007165|GO:0007214|GO:0016020|GO:0016021|GO:0030054|GO:0034220|GO:0034707|GO:0035612|GO:0043195|GO:0045202|GO:0045211|GO:0051932;protein-coding
11441;-1.9130341;-0.93586254;1.9130341;down;182.08;67.886665;0.42461014;-0.5112524;Chrna7;Acra7|alpha7;11441;ENSMUSG00000030525;GO:0000187|GO:0001540|GO:0001666|GO:0001988|GO:0004872|GO:0004889|GO:0005216|GO:0005230|GO:0005515|GO:0005624|GO:0005737|GO:0005886|GO:0005892|GO:0006810|GO:0006811|GO:0006816|GO:0006874|GO:0006897|GO:0007165|GO:0007271|GO:0007613|GO:0008144|GO:0008179|GO:0008284|GO:0008306|GO:0009897|GO:0014061|GO:0014069|GO:0015464|GO:0015643|GO:0016020|GO:0016021|GO:0016324|GO:0017081|GO:0019228|GO:0019901|GO:0030054|GO:0030317|GO:0030424|GO:0030425|GO:0030426|GO:0032094|GO:0032225|GO:0032279|GO:0032691|GO:0032715|GO:0032720|GO:0034220|GO:0035094|GO:0035095|GO:0042110|GO:0042113|GO:0042166|GO:0042221|GO:0042391|GO:0042698|GO:0042734|GO:0042803|GO:0043025|GO:0043197|GO:0043198|GO:0045121|GO:0045202|GO:0045211|GO:0045471|GO:0045766|GO:0048149|GO:0050727|GO:0050728|GO:0050890|GO:0060112;protein-coding
70638;-2.0952737;-1.0671388;2.0952737;down;337.66;114.72666;0.30447134;-0.7626675;Fam189a1;5730507A09Rik|AW047451;70638;ENSMUSG00000030518;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
18553;-8.79453;-3.1366065;8.79453;down;4241.4473;356.55997;1.4542881;-1.6823183;Pcsk6;C86343|Pace4|SPC4;18553;ENSMUSG00000030513;GO:0004175|GO:0004252|GO:0005615|GO:0005625|GO:0005794|GO:0005796|GO:0007354|GO:0007368|GO:0008152|GO:0008201|GO:0008233|GO:0008236|GO:0009100|GO:0009986|GO:0016486|GO:0016787|GO:0031012|GO:0032455|GO:0032902|GO:0032940|GO:0043499|GO:0048406|GO:0051605;protein-coding
78444;-3.0431323;-1.6055571;3.0431323;down;55.953327;13.406667;0.95072097;-0.6548361;Pgpep1l;C330024D12Rik;78444;ENSMUSG00000030553;GO:0003674|GO:0005575|GO:0006508|GO:0008150|GO:0008233|GO:0008234|GO:0016787;protein-coding
57444;-1.5540493;-0.6360322;1.5540493;down;36.219997;17.666666;0.34538522;-0.29064703;Isg20;1600023I01Rik|2010107M23Rik|20kDa|DnaQL|HEM45;57444;ENSMUSG00000039236;GO:0000175|GO:0000738|GO:0003676|GO:0003723|GO:0004518|GO:0004527|GO:0005622|GO:0005634|GO:0006401|GO:0008152|GO:0008310|GO:0008859|GO:0009615|GO:0016605|GO:0016787|GO:0046872;protein-coding
11595;-2.6336057;-1.3970394;2.6336057;down;108.30666;28.953333;0.74616194;-0.6508775;Acan;Agc|Agc1|Cspg1|cmd;11595;ENSMUSG00000030607;GO:0001502|GO:0002063|GO:0005509|GO:0005515|GO:0005529|GO:0005578|GO:0005604|GO:0030166|GO:0030199|GO:0030336|GO:0031012|GO:0072534;protein-coding
19771;2.5478976;1.3493073;2.5478976;up;7;12.333333;-0.85711795;0.4921894;Rlbp1;3110056M11Rik|CRALBP;19771;ENSMUSG00000039194;GO:0005215|GO:0005502|GO:0005622|GO:0005737|GO:0006810|GO:0007601|GO:0019841|GO:0050896;protein-coding
626359;-1.8328743;-0.87410784;1.8328743;down;648.79333;265.54666;0.36556593;-0.5085419;Wdr93;EG626359;626359;ENSMUSG00000039099;GO:0003674|GO:0005575|GO:0008150;protein-coding
16790;-1.521567;-0.6055578;1.521567;down;1456.8002;692.1333;0.32225546;-0.2833023;Anpep;Apn|Cd13|Lap-1|Lap1|P150;16790;ENSMUSG00000039062;GO:0004177|GO:0005625|GO:0005793|GO:0006508|GO:0006725|GO:0008152|GO:0012506|GO:0031983|GO:0035814|GO:0042277;protein-coding
434203;1.5201969;0.6042582;1.5201969;up;74.90667;81.58;-0.093778454;0.51047975;Slc28a1;Cnt1|MGC74379;434203;ENSMUSG00000025726;GO:0005350|GO:0005415|GO:0005886|GO:0006863|GO:0015389|GO:0015855|GO:0015858|GO:0016020|GO:0016324|GO:0071436;protein-coding
72433;-1.5150725;-0.5993868;1.5150725;down;116.026665;56.86;0.2205286;-0.37885824;Rab38;2310011F14Rik|AU043391|MGC107581|cht;72433;ENSMUSG00000030559;GO:0000166|GO:0005515|GO:0005525|GO:0005625|GO:0005626|GO:0005737|GO:0005783|GO:0005794|GO:0005829|GO:0005886|GO:0006810|GO:0006996|GO:0007264|GO:0015031|GO:0016020|GO:0042598|GO:0060155;protein-coding
109264;-1.7537487;-0.810442;1.7537487;down;235.87999;97.213326;0.35945192;-0.45099005;Me3;1700020C08Rik|B230207H15Rik|MGC107389;109264;ENSMUSG00000030621;GO:0004470|GO:0004473|GO:0005488|GO:0005739|GO:0006090|GO:0006108|GO:0016491|GO:0016616|GO:0046872|GO:0051287|GO:0055114;protein-coding
23966;2.552925;1.3521512;2.552925;up;2992.0625;5643.4375;-0.71171314;0.6404381;Odz4;Doc4|ELM2|R75022|Ten-m4|l(7)-3Rn|l7Rn3|mKIAA1302;23966;ENSMUSG00000048078;GO:0001702|GO:0003674|GO:0005575|GO:0007165|GO:0016020|GO:0016021;protein-coding
12337;1.7169307;0.7798319;1.7169307;up;3839.0996;4665.2065;-0.0767498;0.7030821;Capn5;;12337;ENSMUSG00000035547;GO:0004197|GO:0004198|GO:0005622|GO:0006508|GO:0008233|GO:0008234|GO:0016787;protein-coding
18378;1.8966976;0.92348975;1.8966976;up;61.86667;84.48;-0.090275444;0.8332143;Omp;;18378;ENSMUSG00000074006;GO:0004871|GO:0005634|GO:0005737|GO:0005829|GO:0007165|GO:0007608|GO:0022008|GO:0030424|GO:0042277|GO:0043025|GO:0050896;protein-coding
109689;1.7145963;0.7778689;1.7145963;up;17287.906;20937.916;-0.071541466;0.70632744;Arrb1;1200006I17Rik|AW208571|G430100A01Rik|MGC124269|MGC124270;109689;ENSMUSG00000018909;GO:0000187|GO:0000785|GO:0002031|GO:0005096|GO:0005159|GO:0005515|GO:0005622|GO:0005624|GO:0005634|GO:0005737|GO:0005829|GO:0005886|GO:0005905|GO:0006351|GO:0006355|GO:0006366|GO:0006810|GO:0006892|GO:0006897|GO:0007165|GO:0007186|GO:0007602|GO:0008134|GO:0008277|GO:0009968|GO:0015031|GO:0016020|GO:0016044|GO:0016323|GO:0016567|GO:0030276|GO:0031397|GO:0031410|GO:0031434|GO:0031625|GO:0031701|GO:0031762|GO:0032088|GO:0032092|GO:0032403|GO:0032715|GO:0032717|GO:0033138|GO:0035025|GO:0035066|GO:0035774|GO:0042699|GO:0042995|GO:0043027|GO:0043149|GO:0043154|GO:0043161|GO:0043547|GO:0043967|GO:0044212|GO:0045211|GO:0045767|GO:0045944|GO:0051219|GO:0070374;protein-coding
70974;1.5272738;0.6109587;1.5272738;up;3677.6077;3978.306;0.066160835;0.67711955;Pgm2l1;4931406N15Rik|AI553438|BM32A;70974;ENSMUSG00000030729;GO:0004614|GO:0005829|GO:0005975|GO:0006006|GO:0016310|GO:0016740|GO:0016853|GO:0016868|GO:0019255|GO:0047933;protein-coding
22228;1.5931878;0.6719163;1.5931878;up;24509.775;27582.271;-0.04069074;0.6312256;Ucp2;Slc25a8;22228;ENSMUSG00000033685;GO:0000303|GO:0005488|GO:0005739|GO:0005743|GO:0006810|GO:0006839|GO:0016020|GO:0016021;protein-coding
69387;1.969484;0.9778177;1.969484;up;27.54;36.34667;-0.4708557;0.506962;Dnajb13;1700014P03Rik|Tsarg;69387;ENSMUSG00000030708;GO:0006457|GO:0031072|GO:0051082;protein-coding
11870;-1.6946137;-0.76095647;1.6946137;down;474.17996;205.51332;0.19842339;-0.5625331;Art1;ADPRT|Yac-1;11870;ENSMUSG00000030996;GO:0003950|GO:0003956|GO:0006471|GO:0008152|GO:0009986|GO:0016020|GO:0016529|GO:0016740|GO:0016757|GO:0031225;protein-coding
15129;1.8254286;0.8682353;1.8254286;up;147112.86;166582.19;0.19823201;1.0664673;Hbb-b1;AA409645|HBB1|Hbbt1|Hbbt2;15129;ENSMUSG00000073940;GO:0005344|GO:0005833|GO:0010999|GO:0015671|GO:0030097|GO:0048821;protein-coding
436003;1.9875888;0.9910193;1.9875888;up;67.97889;79.42939;0.18449052;1.1755098;Gm5736;EG436003;436003;ENSMUSG00000078621;;protein-coding
15132;3.1803796;1.669199;3.1803796;up;427915.12;866273.75;-0.31277657;1.3564224;Hbb-bh1;betaH1;15132;ENSMUSG00000052217;GO:0000122|GO:0005344|GO:0005506|GO:0005833|GO:0006810|GO:0015671|GO:0019825|GO:0020037|GO:0031721|GO:0046872|GO:0051291;protein-coding
15135;2.1074522;1.0754999;2.1074522;up;2345915.2;3213609.2;0.05257225;1.1280721;Hbb-y;Ey|Hby;15135;ENSMUSG00000052187;GO:0000122|GO:0005344|GO:0005506|GO:0005833|GO:0006810|GO:0015671|GO:0019825|GO:0020037|GO:0046872;protein-coding
330627;1.7385874;0.7979156;1.7385874;up;15.806666;20.666666;-0.23875387;0.5591617;Trim66;KIAA0298|Kiaa0298-hp|Tif1d;330627;ENSMUSG00000031026;GO:0005515|GO:0005634|GO:0010369|GO:0016235|GO:0042803|GO:0045892|GO:0046872;protein-coding
78593;1.8941056;0.9215167;1.8941056;up;102.42667;140.47333;0.06661606;0.9881328;Nrip3;A330103B05Rik|D7H11orf14|ICRFP703B1614Q5.2;78593;ENSMUSG00000034825;GO:0004190|GO:0005515|GO:0005575|GO:0006508|GO:0008150;protein-coding
56788;-2.7753277;-1.4726582;2.7753277;down;1687.8398;438.6133;0.7509346;-0.72172356;Scube2;4932442O19Rik|Cegf1|Cegp1|ICRFP703B1614Q5.1;56788;ENSMUSG00000007279;GO:0005509|GO:0005576|GO:0005615|GO:0008150|GO:0019897|GO:0042802;protein-coding
114332;-1.6780984;-0.7468273;1.6780984;down;514.92004;223.40666;0.51963013;-0.22719717;Lyve1;1200012G08Rik|Crsbp-1|Lyve-1|Xlkd1;114332;ENSMUSG00000030787;GO:0004872|GO:0004888|GO:0005488|GO:0005540|GO:0005886|GO:0006027|GO:0006810|GO:0007155|GO:0007165|GO:0016020|GO:0016021;protein-coding
233733;-1.902994;-0.928271;1.902994;down;891.00665;335.68668;0.23350398;-0.694767;Galntl4;2900011G21Rik|BC024988|MGC32465;233733;ENSMUSG00000038296;GO:0003674|GO:0004653|GO:0005529|GO:0005575|GO:0005794|GO:0008150|GO:0008152|GO:0016020|GO:0016021|GO:0016740|GO:0016757;protein-coding
78748;-2.0663;-1.0470496;2.0663;down;346.17334;120.5;0.3680142;-0.6790355;Rassf10;4632411J06Rik;78748;;GO:0003674|GO:0005575|GO:0007165|GO:0008150;protein-coding
110058;1.742521;0.80117613;1.742521;up;30.86;36.406666;-0.41389313;0.387283;Syt17;Bk;110058;ENSMUSG00000058420;GO:0003674|GO:0005215|GO:0005802|GO:0006810|GO:0008021|GO:0008150|GO:0016020;protein-coding
74424;2.3411214;1.2271998;2.3411214;up;11.333333;19.333334;-0.6835367;0.5436631;Tmc5;4932443L08Rik|AU016085|MGC118178;74424;ENSMUSG00000030650;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
12971;1.550798;0.63301086;1.550798;up;63;69.333336;-0.30831814;0.32469273;Crym;;12971;ENSMUSG00000030905;GO:0000122|GO:0003714|GO:0005488|GO:0005634|GO:0005737|GO:0005739|GO:0005886|GO:0007605|GO:0042403|GO:0042562|GO:0042803|GO:0050661|GO:0070324|GO:0070327;protein-coding
233813;1.8002926;0.84823143;1.8002926;up;348.86337;450.75986;-0.36624256;0.4819889;Vwa3a;E030013G06Rik;233813;ENSMUSG00000030889;GO:0003674|GO:0005575|GO:0008150;protein-coding
195646;3.5767913;1.838666;3.5767913;up;17.6;36.333332;-1.0024693;0.8361966;Hs3st2;6430516N12Rik|A830061E14Rik|AW491345;195646;ENSMUSG00000046321;GO:0003674|GO:0005575|GO:0005794|GO:0007623|GO:0008146|GO:0008152|GO:0016020|GO:0016021|GO:0016740|GO:0033871;protein-coding
70261;-2.0293734;-1.0210344;2.0293734;down;41.459995;14.48;0.39793268;-0.62310165;2010110P09Rik;Cbhp2|Chp2;70261;ENSMUSG00000030865;GO:0005737|GO:0005886|GO:0006814|GO:0006885;protein-coding
233836;2.5541248;1.352829;2.5541248;up;13.786667;25.473333;-1.1693605;0.1834685;Slc5a11;2010013B02Rik|Kst1|MGC25910|RKST2|SMIT2|Slc5a10;233836;ENSMUSG00000030769;GO:0005215|GO:0006810|GO:0006811|GO:0006814|GO:0006915|GO:0008643|GO:0015293|GO:0016020|GO:0016021|GO:0055085;protein-coding
11833;1.8259004;0.8686081;1.8259004;up;858.39996;1059.6866;-0.1100572;0.75855094;Aqp8;AI255744;11833;ENSMUSG00000030762;GO:0005215|GO:0005792|GO:0005886|GO:0005887|GO:0006810|GO:0006833|GO:0015250|GO:0015722|GO:0016020|GO:0016021|GO:0045177|GO:0046691|GO:0055085;protein-coding
269994;-2.071748;-1.0508486;2.071748;down;4735.7075;1647.3927;0.39858022;-0.6522684;Gsg1l;AI852434|C230098I05Rik|G630023A01Rik|Gm637|g1l;269994;ENSMUSG00000046182;GO:0003674|GO:0005575|GO:0008150;protein-coding
20887;-1.8262367;-0.8688738;1.8262367;down;192.88666;74.59333;0.36059046;-0.5082833;Sult1a1;AI266890|PST|ST1A1|Stp|Stp1;20887;ENSMUSG00000030711;GO:0000166|GO:0004062|GO:0005829|GO:0006584|GO:0006805|GO:0006950|GO:0008146|GO:0008210|GO:0009812|GO:0016740|GO:0017067|GO:0017144|GO:0018960|GO:0042221|GO:0042803|GO:0047894|GO:0050656|GO:0051384|GO:0051923;protein-coding
101502;-1.5556254;-0.63749474;1.5556254;down;1431.9268;670.62665;0.21802776;-0.41946697;Hsd3b7;AI195443|BB098564;101502;ENSMUSG00000042289;GO:0001558|GO:0003854|GO:0005488|GO:0005783|GO:0005792|GO:0006694|GO:0016020|GO:0016021|GO:0016491|GO:0047016|GO:0055114;protein-coding
381924;-1.6383047;-0.7122037;1.6383047;down;22.663322;10.190942;0.34404477;-0.3681589;Itgad;Cd11d;381924;ENSMUSG00000070369;GO:0004872|GO:0007155|GO:0007229|GO:0008305|GO:0016020|GO:0016021|GO:0046982|GO:0050798;protein-coding
12862;-1.5703019;-0.651042;1.5703019;down;12180.91;5618.545;0.20803134;-0.44301066;Cox6a2;CoxVIaH|VIaH;12862;ENSMUSG00000030785;GO:0004129|GO:0005739|GO:0005743|GO:0005751|GO:0015992|GO:0016020|GO:0034220;protein-coding
246787;2.0765123;1.0541624;2.0765123;up;21.374147;32.498646;-0.3537971;0.70036525;Slc5a2;Sglt2;246787;ENSMUSG00000030781;GO:0005215|GO:0005412|GO:0005515|GO:0006810|GO:0006811|GO:0006814|GO:0008643|GO:0015293|GO:0015758|GO:0016020|GO:0016021|GO:0031526|GO:0035428|GO:0055085|GO:0071436;protein-coding
330660;2.1342924;1.0937579;2.1342924;up;858.5239;1305.1113;-0.54388934;0.5498686;Btbd16;E330040A16Rik;330660;ENSMUSG00000040298;GO:0003674|GO:0005575|GO:0008150;protein-coding
22276;1.8830827;0.9130964;1.8830827;up;3910.8535;5211.579;-0.1260376;0.78705883;Uros;AI415298|Uros3;22276;ENSMUSG00000030979;GO:0004852|GO:0005739|GO:0005829|GO:0006779|GO:0006780|GO:0006783|GO:0016829|GO:0033014|GO:0048037;protein-coding
627214;1.5542885;0.6362544;1.5542885;up;19.333334;22.32;-0.1827306;0.45352378;Fam196a;B830028B13Rik|MGC189982|MGC189985;627214;ENSMUSG00000073805;GO:0003674|GO:0005575|GO:0008150;protein-coding
19267;-1.6455129;-0.71853733;1.6455129;down;477.3519;208.67519;0.47450384;-0.2440335;Ptpre;PTPe|PTPepsilon|RPTPepsilon;19267;ENSMUSG00000041836;GO:0004721|GO:0004725|GO:0005634|GO:0005737|GO:0005886|GO:0006468|GO:0006470|GO:0007185|GO:0016020|GO:0016021|GO:0016311|GO:0016787|GO:0016791|GO:0033003|GO:0035335|GO:0042803|GO:0045111|GO:0046627;protein-coding
17345;2.1699257;1.1176456;2.1699257;up;55166.06;85552.38;-0.29163328;0.8260123;Mki67;D630048A14Rik|Ki-67|Ki67;17345;ENSMUSG00000031004;GO:0000775|GO:0000793|GO:0005622|GO:0005634|GO:0005730|GO:0005737|GO:0007126|GO:0008022|GO:0008283;protein-coding
52389;-1.6370203;-0.71107227;1.6370203;down;33.333332;13.666667;0.43074575;-0.28032652;Gpr123;2900059M17Rik|D7Ertd680e;52389;ENSMUSG00000025475;GO:0003674|GO:0004872|GO:0005575|GO:0005886|GO:0007165|GO:0008150|GO:0016020|GO:0016021;protein-coding
68566;2.652006;1.407084;2.652006;up;8.740001;16.626667;-0.46213126;0.9449528;Caly;0710001P07Rik|1110004A22Rik|Calcyon|Drd1ip;68566;ENSMUSG00000025468;GO:0005886|GO:0005887|GO:0006897|GO:0007212|GO:0016020|GO:0016021|GO:0031410|GO:0032051|GO:0045807|GO:0048268|GO:0050780;protein-coding
12869;-2.6302137;-1.3951801;2.6302137;down;605.30005;162.71999;0.39316368;-1.0020164;Cox8b;Cox8h|CoxVIII-H|MGC107661;12869;ENSMUSG00000025488;GO:0004129|GO:0005739|GO:0005743|GO:0015992|GO:0016020|GO:0016021|GO:0034220;protein-coding
66141;-1.8812261;-0.91167325;1.8812261;down;750.8179;278.77557;0.41330275;-0.4983705;Ifitm3;1110004C05Rik|Cd225|Cdw217|Fgls|IP15|mil-1;66141;ENSMUSG00000025492;GO:0005886|GO:0008285|GO:0009607|GO:0016020|GO:0016021|GO:0016023;protein-coding
56460;2.1614902;1.1120263;2.1614902;up;9.286667;14.333333;-0.6317475;0.48027882;Pkp3;2310056L12Rik;56460;ENSMUSG00000054065;GO:0005488|GO:0005634|GO:0005914|GO:0007155|GO:0030054|GO:0030057;protein-coding
54123;-2.1946983;-1.1340226;2.1946983;down;109.840004;35.793335;0.8211036;-0.312919;Irf7;;54123;ENSMUSG00000025498;GO:0000975|GO:0002756|GO:0003677|GO:0003700|GO:0005515|GO:0005634|GO:0005654|GO:0005737|GO:0005829|GO:0006351|GO:0006355|GO:0009615|GO:0010008|GO:0016064|GO:0032727|GO:0045351|GO:0045944;protein-coding
57754;-1.6253693;-0.7007675;1.6253693;down;1349.6;611.86005;0.25748983;-0.4432777;Cend1;1500001H12Rik|AI415214|BM88;57754;ENSMUSG00000060240;GO:0003674|GO:0008150|GO:0016020|GO:0016021;protein-coding
353328;1.7875297;0.8379672;1.7875297;up;26.480001;33.93333;-0.1255374;0.7124298;Muc6;;353328;ENSMUSG00000048191;GO:0003674|GO:0005575|GO:0005576|GO:0008150;protein-coding
320802;2.1425934;1.0993581;2.1425934;up;169.54001;265.91998;-0.612446;0.4869121;6330512M04Rik;AI848576;320802;ENSMUSG00000045777;GO:0003674|GO:0005575|GO:0005886|GO:0008150|GO:0009607|GO:0016020|GO:0016021;protein-coding
21953;1.6983953;0.7641722;1.6983953;up;2135.492;2607.8262;-0.4618063;0.30236593;Tnni2;;21953;ENSMUSG00000031097;GO:0003009|GO:0003779|GO:0005634|GO:0005861|GO:0006937|GO:0031014|GO:0045893;protein-coding
21957;4.2395067;2.0838964;4.2395067;up;1198.4307;3683.9226;-0.97283524;1.1110611;Tnnt3;fTnT;21957;ENSMUSG00000061723;GO:0003009|GO:0005523|GO:0005861|GO:0006937|GO:0006942|GO:0030172|GO:0031013|GO:0043462|GO:0048306;protein-coding
21823;2.4734128;1.306503;2.4734128;up;69.526665;124.5;-0.8452757;0.46122742;Th;;21823;ENSMUSG00000000214;GO:0001666|GO:0001963|GO:0004497|GO:0004511|GO:0005506|GO:0005634|GO:0005737|GO:0005739|GO:0005790|GO:0005829|GO:0006585|GO:0007507|GO:0007601|GO:0007612|GO:0007613|GO:0007617|GO:0007626|GO:0008016|GO:0008021|GO:0008198|GO:0008199|GO:0009072|GO:0009887|GO:0009898|GO:0015842|GO:0016491|GO:0016597|GO:0016714|GO:0019717|GO:0019825|GO:0019904|GO:0030424|GO:0030425|GO:0030659|GO:0031410|GO:0033162|GO:0034617|GO:0035240|GO:0042136|GO:0042416|GO:0042418|GO:0042421|GO:0042423|GO:0042462|GO:0042755|GO:0043005|GO:0043025|GO:0043195|GO:0043204|GO:0045471|GO:0046872|GO:0048596|GO:0055114;protein-coding
17173;2.6798627;1.4221591;2.6798627;up;35.84;69.23333;-0.3140874;1.1080717;Ascl2;2410083I15Rik|Mash2|bHLHa45;17173;ENSMUSG00000009248;GO:0000122|GO:0001701|GO:0003677|GO:0003700|GO:0005634|GO:0005737|GO:0006351|GO:0006355|GO:0006357|GO:0007275|GO:0007399|GO:0010626|GO:0030154|GO:0035019|GO:0043565|GO:0060708|GO:0070888;protein-coding
27027;1.5408331;0.62371063;1.5408331;up;1322.3667;1395.2467;-0.09627533;0.5274353;Tspan32;AW208513|Art-1|BB235973|D7Wsu37e|Phemx|Tssc6;27027;ENSMUSG00000000244;GO:0003674|GO:0005622|GO:0008150|GO:0016020|GO:0016021;protein-coding
56843;-2.202681;-1.1392606;2.202681;down;190.81334;61.47333;0.44378838;-0.69547224;Trpm5;9430099A16Rik|LTrpC-5|Ltrpc5|Mtr1;56843;ENSMUSG00000009246;GO:0004872|GO:0005216|GO:0005244|GO:0005886|GO:0006810|GO:0006811|GO:0007165|GO:0008150|GO:0016020|GO:0016021|GO:0034765;protein-coding
18400;-1.9323657;-0.9503681;1.9323657;down;84.6;32.873333;0.5706665;-0.3797016;Slc22a18;AW260131|BWR1A|BWSCR1A|HET|ITM|Impt1|Orctl2|Slc22a1l|TSSC5|p45-BWR1A;18400;ENSMUSG00000000154;GO:0005215|GO:0005635|GO:0005886|GO:0005887|GO:0006810|GO:0006811|GO:0006820|GO:0006855|GO:0008514|GO:0015238|GO:0015293|GO:0015893|GO:0016020|GO:0016021|GO:0016324|GO:0031625|GO:0044444|GO:0055085;protein-coding
75863;-2.526054;-1.3368855;2.526054;down;375.69336;108.35333;0.708968;-0.62791747;Clec4g;4930572L20Rik;75863;ENSMUSG00000074491;GO:0003674|GO:0005488|GO:0005529|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
170776;2.045258;1.032283;2.045258;up;163.98688;243.62848;-0.33168426;0.7005987;Cd209c;SIGNR2|mSIGNR2;170776;ENSMUSG00000040165;GO:0004872|GO:0005488|GO:0005529|GO:0005537|GO:0005575|GO:0007165|GO:0008150|GO:0046872;protein-coding
100044509;-1.6507564;-0.72312725;1.6507564;down;179.07335;78.49333;0.22915697;-0.49397025;Gm14378;OTTMUSG00000016477;100044509;ENSMUSG00000002948|ENSMUSG00000089736;GO:0003674|GO:0005575|GO:0008150;protein-coding
67260;-1.7154567;-0.77859277;1.7154567;down;3773.7598;1578.0336;0.42152247;-0.3570703;Lass4;2900019C14Rik|Trh1;67260;ENSMUSG00000008206;GO:0003677|GO:0003700|GO:0005634|GO:0005783|GO:0006355|GO:0008610|GO:0016020|GO:0016021|GO:0030148|GO:0043565|GO:0046513|GO:0050291;protein-coding
270028;1.5735323;0.6540068;1.5735323;up;47.960003;51.26;-0.7026677;-0.048660915;Fam155a;6430500D16|AW121567|Tmem28;270028;ENSMUSG00000079157;GO:0003674|GO:0005488|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
11945;2.7182195;1.442662;2.7182195;up;7.3333335;14.366666;-0.4122819;1.0303801;Atp4b;AV080843;11945;ENSMUSG00000031449;GO:0005391|GO:0005783|GO:0005886|GO:0006200|GO:0006754|GO:0006810|GO:0006811|GO:0006813|GO:0006814|GO:0008900|GO:0010155|GO:0015992|GO:0016020|GO:0016021|GO:0033577|GO:0034220|GO:0045851|GO:0046982|GO:0071436|GO:0071805;protein-coding
94109;1.6645032;0.7350917;1.6645032;up;29.666666;35.38667;-0.21404536;0.52104634;Csmd1;B930082H09|KIAA1890|mKIAA1890;94109;ENSMUSG00000060924;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
11601;2.175646;1.1214439;2.175646;up;280.06;429.8933;-0.72491884;0.39652506;Angpt2;Agpt2|Ang-2|Ang2;11601;ENSMUSG00000031465;GO:0001525|GO:0005102|GO:0005172|GO:0005515|GO:0005576|GO:0005615|GO:0005634|GO:0005886|GO:0007165|GO:0007169|GO:0007275|GO:0007492|GO:0010812|GO:0016525|GO:0030154|GO:0030971|GO:0042995|GO:0043537|GO:0045766|GO:0046872|GO:0048014|GO:0048514|GO:0050928;protein-coding
11733;2.537247;1.343264;2.537247;up;16145.257;27297.115;-0.19254303;1.150721;Ank1;Ank-1|nb;11733;ENSMUSG00000031543;GO:0005634|GO:0005737|GO:0005829|GO:0005856|GO:0005886|GO:0006779|GO:0007165|GO:0008093|GO:0014731|GO:0015672|GO:0016020|GO:0016529|GO:0019717|GO:0030018|GO:0030507|GO:0030673|GO:0030863|GO:0031430|GO:0048821;protein-coding
76615;2.6790857;1.4217408;2.6790857;up;13.7;23;-0.7912755;0.6304653;Got1l1;1700083M11Rik;76615;ENSMUSG00000039720;GO:0003674|GO:0003824|GO:0005575|GO:0005737|GO:0006520|GO:0008150|GO:0008483|GO:0009058|GO:0016740|GO:0016769|GO:0030170;protein-coding
